작성일자,단계,레코드유형,수주명,Product
2024-03-18,Closed,뉴솔루션,343강남운영센터 AICCTV,AICCTV
2024-03-18,Drop,뉴솔루션,CJ대한통운 AICCTV,AICCTV
2024-03-18,Closed,뉴솔루션,디앤오강서사옥 AICCTV,AICCTV
2024-03-18,Drop,뉴솔루션,펄어비스운영센터 AICCTV,AICCTV
2024-03-18,Closed,뉴솔루션,한국테크노플렉스 AICCTV,AICCTV
2024-03-18,Closed,뉴솔루션,화학대전기술연구원_AICCTV,AICCTV
2024-03-22,Closed,뉴솔루션,서울1_AI CCIV_(정보보안),AICCTV
2024-03-22,Drop,뉴솔루션,전자서초 AI영상서비스,AICCTV
2024-04-09,Closed,뉴솔루션,(신한은행운영센터)수색화원CCTV설치제안,AICCTV
2024-04-17,Drop,뉴솔루션,평촌IDC운영센터_AICCTV,AICCTV
2024-04-25,Closed,뉴솔루션,서울1_AI CCTV_(디앤오강서),AICCTV
2024-04-25,Closed,뉴솔루션,서울1_AI CCTV_(환경에너지),AICCTV
2024-05-02,Closed,뉴솔루션,누디트서울숲_AICCTV,AICCTV
2024-05-27,Drop,뉴솔루션,서울1_AI CCTV_(화학운영),AICCTV
2024-06-02,Drop,뉴솔루션,SAFE_서울2_AI CCTV_CJ대한통운,AICCTV
2024-06-17,Closed,뉴솔루션,대전청년하우스 AICCTV,AICCTV
2024-06-17,Closed,뉴솔루션,스테이소제 AICCTV,AICCTV
2024-07-01,Closed,뉴솔루션,신라교역 AICCTV,AICCTV
2024-08-06,Closed,뉴솔루션,캠코 서대문세무서 AICCTV,AICCTV
2024-08-06,Closed,뉴솔루션,캠코 양재빌딩 AICCTV,AICCTV
2024-08-06,Closed,뉴솔루션,캠코 저동빌딩 AICCTV,AICCTV
2024-08-28,Closed,뉴솔루션,펄어비스아트센터 AICCTV,AICCTV
2024-09-06,Drop,뉴솔루션,"LG 4개빌딩 AICCTV(가산,광화문,서울역,트윈)",AICCTV
2024-09-06,Drop,뉴솔루션,롯데이천슈퍼센터 AICCTV,AICCTV
2024-09-06,Drop,뉴솔루션,중부1_미스터홈즈_AICCTV,AICCTV
2024-09-06,Closed,뉴솔루션,화학대전기술연구원 AICCTV 추가설치,AICCTV
2024-09-10,Closed,뉴솔루션,용산유플러스 AICCTV,AICCTV
2024-09-11,Closed,뉴솔루션,DM스퀘어 AICCTV,AICCTV
2024-09-24,Pipeline,뉴솔루션,한국타이어테크노돔 AICCTV,AICCTV
2024-10-02,Closed,뉴솔루션,SP LG화학 AICCTV,AICCTV
2024-10-02,Closed,뉴솔루션,SP1차부지 AICCTV,AICCTV
2024-10-02,Closed,뉴솔루션,서브원물류센터 AICCTV,AICCTV
2024-10-10,Closed,뉴솔루션,신한은행수색화원 AICCTV,AICCTV
2024-11-19,Closed,뉴솔루션,KT&G을지로 AICCTV,AICCTV
2024-11-25,Closed,뉴솔루션,SP LG에너지솔루션 AICCTV,AICCTV
2024-11-25,Closed,뉴솔루션,SP LG화학 AICCTV 추가 설치 건,AICCTV
2024-12-15,견적 요청,샌디 영업물건,[샌디몰 견적신청] 2024-12-15 - AI CCTV(24개월),AICCTV
2025-01-14,Pipeline,뉴솔루션,대전헤레디움 AICCTV,AICCTV
2025-01-15,Pipeline,뉴솔루션,Safe_AI CCTV_CPO(25년),AICCTV
2025-01-20,Pipeline,뉴솔루션,SAFE_AICCTV_신규현장CCTV구축공사(25년),AICCTV
2025-01-20,Pipeline,뉴솔루션,SAFE_AICCTV_신규현장서비스(25년),AICCTV
2025-01-20,Pipeline,뉴솔루션,서대문세무서 AICCTV,AICCTV
2024-07-11,Closed,뉴솔루션,ZF_Safe_트윈타워_컬리창원 물류센터 컨설팅,FM컨설팅
2024-07-17,Closed,뉴솔루션,2Q-11. 서울4본부-솔루션-공연장 안전점검 컨설팅-제이와이피,FM컨설팅
2024-07-17,Closed,뉴솔루션,3Q-12. 서울4본부-솔루션-안전보건관리 컨설팅-제이와이피,FM컨설팅
2024-07-18,Closed,뉴솔루션,2Q-17. 서울4본부-솔루션-FM컨설팅-공공부문 정보시스템 운영신설 안전컨설팅,FM컨설팅
2024-07-22,Closed,뉴솔루션,LG전자 물류센터 자산실사,FM컨설팅
2024-08-29,Closed,뉴솔루션,시설 비상주 단독건물(13개소)점검컨설팅,FM컨설팅
2024-11-04,Closed,뉴솔루션,3Q-22. 서울4본부-솔루션-청년취업사관학교 시설관리 전문가 컨설팅 용역,FM컨설팅
2024-11-21,Closed,뉴솔루션,KT&G 분당타워 FM컨설팅,FM컨설팅
2024-12-06,Drop,뉴솔루션,서리풀 복합단지 컨설팅,FM컨설팅
2024-12-17,Closed,뉴솔루션,Ensol Ohio Plant 컨설팅,FM컨설팅
2025-01-20,Pipeline,뉴솔루션,SAFE_비상주시설물_외부다점포매장(25년),Patrol/SOS
2024-02-22,Pipeline,뉴솔루션,서울4본부_솔루션-UPS 밧데리 화재진압장치-이노텍파주,UPS화재안전
2024-04-09,Pipeline,뉴솔루션,(삭제)(신한은행운영센터)_전국영업점간판청소제안,간판점검/세척
2024-04-29,Drop,뉴솔루션,"[삭제](BS운영센터)간판수선,교체",간판점검/세척
2025-01-20,Pipeline,뉴솔루션,CLEAN_간판점검및세척(P)_TOPTEN(25년),간판점검/세척
2024-02-15,Closed,뉴솔루션,실내공기질서비스(실내공기질전도성필터),공기질서비스
2024-02-23,Drop,뉴솔루션,24년 솔루션목표(BIFC)_Sandi Safe(공기질),공기질서비스
2024-07-21,Closed,뉴솔루션,SAFE_서울2_건물 맞춤형 공조필터_U+가산IDC,공조필터
2024-03-21,Drop,뉴솔루션,[삭제] 서울1_기계설비 성능점검_(2차부지),기계설비점검
2024-03-22,Closed,뉴솔루션,서울1_기계설비 성능점검(디앤오강서),기계설비점검
2024-03-22,Closed,뉴솔루션,서울1_기계설비 성능점검_(뉴파워),기계설비점검
2024-04-25,Drop,뉴솔루션,[삭제] 서울1_기계설비 성능점검(엑셈),기계설비점검
2024-04-25,Closed,뉴솔루션,서울1_기계설비 성능점검_(LG아트센터),기계설비점검
2024-04-29,Closed,뉴솔루션,(국민은행종암운영센터)기계설비 법정성능 자체수행,기계설비점검
2024-05-27,Drop,뉴솔루션,[삭제] 서울1_기계설비 성능점검_(CA),기계설비점검
2024-06-02,Closed,뉴솔루션,SAFE_서울2_기계설비 성능 점검_LF스퀘어인천,기계설비점검
2024-06-02,Closed,뉴솔루션,SAFE_서울2_기계설비 성능 점검_U+가산IDC,기계설비점검
2024-06-02,Closed,뉴솔루션,SAFE_서울2_기계설비 성능 점검_U+독산,기계설비점검
2024-06-02,Closed,뉴솔루션,SAFE_서울2_기계설비 성능 점검_U+시흥고객,기계설비점검
2024-06-02,Closed,뉴솔루션,SAFE_서울2_기계설비 성능 점검_엘지가산,기계설비점검
2024-06-02,Closed,뉴솔루션,SAFE_서울2_기계설비 성능 점검_청라금융빌딩,기계설비점검
2024-06-11,Closed,뉴솔루션,전국구 Sales_Product_Commit_Safe_기계설비 성능점검_뉴파워프라즈마수원,기계설비점검
2024-07-05,Closed,뉴솔루션,1Q-04. 서울4본부-솔루션-기계설비 성능점검-마포,기계설비점검
2024-07-17,Closed,뉴솔루션,2Q-07. 서울4본부-솔루션-기계설비 성능점검-U+상암,기계설비점검
2024-07-17,Closed,뉴솔루션,2Q-08. 서울4본부-솔루션-기계설비 성능점검-U+용산,기계설비점검
2024-07-26,Closed,뉴솔루션,[2024년] JW과천사옥 기계설비 성능점검,기계설비점검
2024-07-26,Closed,뉴솔루션,[2024년] U+안양 기계설비 성능점검,기계설비점검
2024-07-26,Closed,뉴솔루션,[2024년] U+평촌2 기계설비 성능점검,기계설비점검
2024-07-26,Closed,뉴솔루션,[2024년] 에너지솔루션과천연구소 기계설비 성능점검,기계설비점검
2024-07-26,Drop,뉴솔루션,[2024년] 펄어비스 기계설비 성능점검,기계설비점검
2024-07-26,Closed,뉴솔루션,[2024년] 화학리더십 기계설비 성능점검,기계설비점검
2024-07-26,Closed,뉴솔루션,[2024년] 화학오산 기계설비 성능점검,기계설비점검
2024-07-30,Drop,뉴솔루션,[2024년] 서울예대기숙사 기계설비 성능점검,기계설비점검
2024-08-23,Drop,샌디 영업물건,[샌디몰 견적신청] 2024-08-23 - 기계설비 성능점검,기계설비점검
2024-08-27,Drop,샌디 영업물건,[샌디몰 견적신청] 2024-08-27 - 기계설비 성능점검,기계설비점검
2024-09-02,Closed,뉴솔루션,SAFE_서울2_기계설비 성능 점검_엘지가산(LG CNS 전용부),기계설비점검
2024-09-12,Closed,뉴솔루션,서울6_기계설비 성능점검(메리츠타워),기계설비점검
2024-10-17,Drop,뉴솔루션,삭제)SAFE_기계설비성능점검_디앤오강서사옥운영센터,기계설비점검
2024-10-30,견적,샌디 영업물건,[샌디몰 견적신청] 2024-10-30 - 기계설비 성능점검,기계설비점검
2024-11-18,Pipeline,뉴솔루션,솔루션-기계성능설비점검-엘지가산디지털,기계설비점검
2024-12-04,견적 요청,샌디 영업물건,[샌디몰 패키지 견적신청] 2024-12-04 - 기계설비 성능점검 외 1건,기계설비점검
2025-01-20,Pipeline,뉴솔루션,SAFE_기계설비성능점검_내부현장(25년),기계설비점검
2025-01-21,견적 요청,샌디 영업물건,[샌디몰 견적신청] 2025-01-21 - 기계설비 성능점검,기계설비점검
2025-01-22,견적 요청,샌디 영업물건,[샌디몰 견적신청] 2025-01-22 - 기계설비 성능점검,기계설비점검
2024-03-21,Drop,뉴솔루션,[삭제]서울1_내자리 케어(DP2),내자리케어
2024-03-22,Drop,뉴솔루션,[삭제] 서울1_내자리 케어(케이지스퀘어),내자리케어
2024-03-22,Drop,뉴솔루션,[삭제] 서울1_내자리 케어_(CA),내자리케어
2024-03-22,Drop,뉴솔루션,서울1_내자리케어_(EA센터),내자리케어
2024-04-09,Drop,뉴솔루션,삭제(신한은행운영센터)내자리케어서비스제안,내자리케어
2024-04-25,Drop,뉴솔루션,[삭제] 서울1_내자리 케어_(2차부지),내자리케어
2024-09-06,Closed,뉴솔루션,솔루션-내자리케어-LG생활연수원,내자리케어
2024-09-06,Drop,뉴솔루션,중부1_쿠팡풀필먼트_내자리케어,내자리케어
2024-11-15,Closed,뉴솔루션,CLEAN_내자리케어_LG화학오산운영센터-사총,내자리케어
2024-11-15,Closed,뉴솔루션,솔루션-내자리케어-LS타워,내자리케어
2024-04-09,Closed,뉴솔루션,(광화문빌딩운영센터)다회용컵서비스제안,다회용컵렌탈
2024-06-11,Drop,뉴솔루션,서울2본부_다회용 컵_LG마그나,다회용컵렌탈
2024-08-23,Closed,뉴솔루션,도감청 탐지 서비스,도감청탐지
2024-02-29,Drop,뉴솔루션,SAFE_서울2_GS리테일 매장 디밍시스템 적용,디밍제어솔루션
2024-04-09,Drop,뉴솔루션,(삭제)(신한은행운영센터)주요빌딩 스마트 LED 설치,디밍제어솔루션
2024-04-16,Drop,뉴솔루션,(삭제)(KT&G 운영센터)KT&G 스마트 LED 설치,디밍제어솔루션
2024-04-16,Drop,뉴솔루션,(삭제)(동양생명운영센터)동양생명 스마트 LED 설치,디밍제어솔루션
2024-04-15,Drop,뉴솔루션,서울6본부_켄틴서비스_TNM,라운지서비스
2024-04-16,Drop,뉴솔루션,[삭제]서울2본부_켄틴서비스_제이시스,라운지서비스
2024-02-13,Pipeline,뉴솔루션,[목표]U+ 대전 R&D 매트리스 케어 서비스 제공,매트리스케어
2024-03-18,Drop,뉴솔루션,남부1본부_매트리스케어_U+대전R&D운영센터,매트리스케어
2024-04-25,Drop,뉴솔루션,[삭제] 서울1_매트리스케어(CA),매트리스케어
2024-07-05,Drop,뉴솔루션,중부2본부_매트리스케어_곤지암리조트,매트리스케어
2024-07-15,Pipeline,뉴솔루션,"[목표]화학대전, 대산, 여수 공장 사원아파트 메트리스 케어 서비스 제공",매트리스케어
2024-10-18,Closed,뉴솔루션,중부2본부_매트리스케어_인화원,매트리스케어
2025-01-14,Pipeline,뉴솔루션,LIFE_매트리스케어_U+대전R&D,매트리스케어
2024-07-22,Drop,뉴솔루션,무인우편택배_마크로밀엠브레인,무인우편택배
2024-07-22,Drop,뉴솔루션,서울6본부_무인우편택배_아주디자인 강동사옥,무인우편택배
2024-09-06,Drop,뉴솔루션,중부1_쿠팡풀필먼트_무인택배,무인우편택배
2024-03-18,Drop,뉴솔루션,서울2본부_주차장세차_GS강서타워운영센터,방문세차
2024-03-21,Closed,뉴솔루션,서울1_주차장세차(EA센터),방문세차
2024-03-22,Closed,뉴솔루션,서울1_주차장 세차_(화학운영),방문세차
2024-03-22,Drop,뉴솔루션,전자서초 세차서비스,방문세차
2024-03-22,Pipeline,뉴솔루션,전자양재 세차서비스,방문세차
2024-04-09,Closed,뉴솔루션,(광화문빌딩운영센터)세차서비스제안,방문세차
2024-04-15,Closed,뉴솔루션,방문세차 서비스_LGES오창공장,방문세차
2024-04-25,Closed,뉴솔루션,서울1_주차장 세차(CA),방문세차
2024-04-25,Closed,뉴솔루션,서울1_주차장 세차_(2차부지),방문세차
2024-05-08,Drop,뉴솔루션,방문세차 서비스_씨지인바이츠,방문세차
2024-05-08,Closed,뉴솔루션,방문세차서비스_인피니티타워,방문세차
2024-05-23,Drop,뉴솔루션,방문세차 서비스_디앤오강남빌딩,방문세차
2024-06-02,Drop,뉴솔루션,LIFE_서울2_주차장세차_GS강서타워,방문세차
2024-07-23,Drop,샌디 영업물건,"[샌디몰 패키지 견적신청] 2024-07-23 - 방문 세차(12개월, 월 2회 방문, 외부2회+내부1회) 외 1건",방문세차
2024-08-16,Pipeline,뉴솔루션,LIFE_방문세차_LGES오창공장(B2B),방문세차
2024-09-03,Closed Lost,샌디 영업물건,"[샌디몰 견적신청] 2024-09-03 - 방문 세차(12개월, 월 2회 방문, 외부2회+내부1회)",방문세차
2024-10-21,Pipeline,뉴솔루션,LIFE_방문세차_트윈타워(25년),방문세차
2024-10-21,Drop,뉴솔루션,방문세차_LG전자 마곡,방문세차
2024-10-21,Closed,뉴솔루션,방문세차_포티투닷,방문세차
2024-10-30,Drop,뉴솔루션,방문세차_LX하우시스,방문세차
2025-01-14,Drop,뉴솔루션,LIFE_방문세차_자이C&A,방문세차
2025-02-03,Pipeline,뉴솔루션,LIFE_방문세차_자이C&A(25년),방문세차
2024-03-18,Closed,뉴솔루션,CLEAN_정기방문청소_LG U+ MSA서비스개발LAB,방문청소
2024-03-18,Closed,뉴솔루션,CLEAN_정기방문청소_라이프라이크(사총),방문청소
2024-03-18,Closed,뉴솔루션,CLEAN_정기방문청소_에프지코리아,방문청소
2024-03-18,Closed,뉴솔루션,CLEAN_정기방문청소_잇올스파르타_1차분,방문청소
2024-03-18,Drop,뉴솔루션,CLEAN_정기방문청소_제이시스메디칼 가산부천-삭제,방문청소
2024-03-18,Closed,뉴솔루션,CLEAN_정기방문청소_제이시스메디칼 강남(사총),방문청소
2024-03-18,Drop,뉴솔루션,CLEAN_정기방문청소_파이브가이즈(강남),방문청소
2024-03-23,Closed,뉴솔루션,CLEAN_서울2_하이프라자 비상주 미화 (바닥/카펫),방문청소
2024-03-25,Drop,뉴솔루션,CLEAN_정기방문청소_박스터_과천,방문청소
2024-04-09,Drop,뉴솔루션,삭제(신한은행운영센터)대청소1회추가실행제안,방문청소
2024-04-11,Closed,뉴솔루션,CLEAN-정기방문청소-M11빌딩,방문청소
2024-04-15,Drop,뉴솔루션,CLEAN_정기방문청소_스파크플러스,방문청소
2024-04-15,Drop,뉴솔루션,CLEAN_정기방문청소_하이프라자,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_AWS,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_르하임스터디카페,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_르호봇,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_메가커피,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_모두의주방,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_위워크,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_이디야커피,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_작심스터디카페,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_초심스터디카페,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_컴포즈커피,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_클라우드나인,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_키친42,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_키친밸리,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_투썸플레이스,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_패스트파이브,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_퍼스트키친,방문청소
2024-04-16,Drop,뉴솔루션,CLEAN_정기방문청소_플래그원,방문청소
2024-04-25,Closed,뉴솔루션,3Q-15. 서울4본부-솔루션-정기방문청소-에퀴닉스,방문청소
2024-05-16,Drop,뉴솔루션,CLEAN_정기방문청소_파이브가이즈(서울역),방문청소
2024-08-08,Drop,뉴솔루션,CLEAN_정기방문청소_잇올스파르타_2차분,방문청소
2024-08-17,Drop,뉴솔루션,CLEAN_서울2_하이프라자 비상주 미화 (외벽),방문청소
2024-08-30,Drop,뉴솔루션,CLEAN_정기방문청소_서울6(아주디자인)_삭제,방문청소
2024-08-30,Closed,뉴솔루션,CLEAN_정기방문청소_중부2(LX세미콘오피스텔),방문청소
2024-08-30,Closed,뉴솔루션,CLEAN_정기방문청소_중부2(골프존 고등),방문청소
2024-09-06,Closed,뉴솔루션,CLEAN_정기방문청소_제이시스메디칼 가산부천-미화,방문청소
2024-10-25,Drop,뉴솔루션,CLEAN_서울2_H&M 정기방문 청소,방문청소
2024-11-15,Closed,뉴솔루션,CLEAN_정기방문청소(바닥크리닝)_서울1본부-사총,방문청소
2024-11-15,Pipeline,뉴솔루션,서울4본부-솔루션-정기방문청소-에퀴닉스(사총),방문청소
2024-11-15,Closed,뉴솔루션,솔루션-정기방문청소-GS타워/싱카이 역삼-사총,방문청소
2024-11-15,Drop,뉴솔루션,솔루션-정기방문청소-LS엠트론-사총,방문청소
2024-11-15,Pipeline,뉴솔루션,솔루션-정기방문청소-메리츠타워(사총),방문청소
2024-11-22,Pipeline,뉴솔루션,CLEAN-정기방문청소-LXMMA둔곡,방문청소
2024-12-09,Target,뉴솔루션,위워크코리아 클리닝서비스,방문청소
2025-01-17,Closed,뉴솔루션,CLEAN-정기방문청소-한국앤컴퍼니,방문청소
2025-01-20,Pipeline,뉴솔루션,CLEAN_정기방문청소_서울여대(25년),방문청소
2025-01-20,Pipeline,뉴솔루션,CLEAN_정기방문청소_스파크플러스(25년),방문청소
2025-01-20,Pipeline,뉴솔루션,CLEAN_정기방문청소_잇올스파르타2차분(25년),방문청소
2025-01-20,Pipeline,뉴솔루션,CLEAN_정기방문청소_주차장클리닝(25년),방문청소
2025-01-20,Pipeline,뉴솔루션,CLEAN_정기방문청소_패스트파이브(25년),방문청소
2025-01-20,Pipeline,뉴솔루션,CLEAN_정기방문청소_한국타이어(25년),방문청소
2024-03-18,Closed,뉴솔루션,CLEAN-법정의무소독-M11빌딩,법정소독
2024-04-25,Drop,뉴솔루션,[삭제] 서울1_법정의무소독_(2차부지),법정소독
2024-08-26,Drop,샌디 영업물건,[샌디몰 패키지 견적신청] 2024-08-26 - 빌딩 법정 의무 소독 (기본형) 외 2건,법정소독
2024-08-30,Drop,뉴솔루션,CLEAN_법정의무소독_서울6(아주디자인)_삭제,법정소독
2024-09-06,Drop,뉴솔루션,중부1_쿠팡풀필먼트_소독/방제,법정소독
2024-09-23,Drop,뉴솔루션,CLEAN-법정의무소독-한석타워,법정소독
2025-01-08,Drop,샌디 영업물건,[샌디몰 패키지 견적신청] 2025-01-08 - 빌딩 법정 의무 소독 (기본형) 외 1건,법정소독
2024-06-11,Closed,뉴솔루션,중부2본부_비데솔루션_한국테크노플렉스운영센터,비데
2024-06-17,Drop,뉴솔루션,[삭제]중부2본부_비데솔루션_한국테크노프렉스운영센터,비데
2024-12-06,Pipeline,뉴솔루션,LIFE_비데_SP운영센터(DP2),비데
2024-02-15,Drop,뉴솔루션,24년 솔루션목표(DGIST)_Sandi Interior,사무환경개선
2024-02-15,Drop,뉴솔루션,24년 솔루션목표(UNIST)_Sandi Interior,사무환경개선
2024-02-16,Closed,뉴솔루션,전국구 Sales_Product_Commit_Interior_중부1본부,사무환경개선
2024-02-29,Drop,뉴솔루션,INTERIOR_서울2_엘지가산 입주사 원복 공사,사무환경개선
2024-03-18,Closed,뉴솔루션,[수주]파크원 타워1 64층 엘지 에너지솔루션 고객편의공간 설계 용역,사무환경개선
2024-03-22,Drop,뉴솔루션,[삭제]서울1_사무환경개선_(브랜드컴),사무환경개선
2024-03-29,Drop,뉴솔루션,LG인화원 상남홀 벽면 인테리어 공사,사무환경개선
2024-03-29,Drop,뉴솔루션,LG인화원 생활관W2 객실 리모델링 공사,사무환경개선
2024-04-09,Drop,뉴솔루션,(삭제)(서울역빌딩운영센터)임대수선공사,사무환경개선
2024-04-16,Drop,뉴솔루션,[삭제]파트너사 본사이전 사무환경 조성 공사,사무환경개선
2024-04-16,Drop,뉴솔루션,Captive 연말 사무환경 레이아웃 공사,사무환경개선
2024-04-16,Drop,뉴솔루션,LGD 트윈타워 CEO실 레이아웃공사,사무환경개선
2024-05-17,Drop,뉴솔루션,[삭제]LG디스플레이 트윈타워 스마트오피스 공사,사무환경개선
2024-05-17,Drop,뉴솔루션,[삭제]포스코타워 송도 주차장 환경개선 공사,사무환경개선
2024-05-17,Closed,뉴솔루션,[수주]LG유플러스 전국사업장 사무환경 개선 공사,사무환경개선
2024-05-17,Pipeline,뉴솔루션,D&O 플래그원1,사무환경개선
2024-05-17,Pipeline,뉴솔루션,자이 C&A 사옥이전공사,사무환경개선
2024-06-25,Drop,뉴솔루션,GS건설 그랑서울 사내카페 인테리어,사무환경개선
2024-07-10,Drop,뉴솔루션,카카오뱅크 인테리어,사무환경개선
2024-07-25,Pipeline,뉴솔루션,펄어비스 의장실 리모델링공사,사무환경개선
2024-09-06,Drop,뉴솔루션,D&O플래그원 마곡캠프 설계용역,사무환경개선
2024-09-10,Pipeline,뉴솔루션,신사동 655-5 리모델링,사무환경개선
2025-01-17,Pipeline,뉴솔루션,Interior_사무환경개선_본부사업장 운영센터사무환경개선(25년),사무환경개선
2025-01-17,Pipeline,뉴솔루션,Interior_사무환경개선_외부고객사무환경공사및설계(25년),사무환경개선
2025-01-17,Pipeline,뉴솔루션,Interior_사무환경개선_파트너사영업_국보(25년),사무환경개선
2025-01-17,Pipeline,뉴솔루션,Interior_사무환경개선_파트너사영업_다원(25년),사무환경개선
2025-01-17,Pipeline,뉴솔루션,Interior_사무환경개선_파트너사영업_엑사(25년),사무환경개선
2024-04-15,Drop,뉴솔루션,샌디앱_GIT빌딩,샌디앱
2024-04-15,Drop,뉴솔루션,샌디앱_GS타워 대시보드 구축,샌디앱
2024-04-15,Drop,뉴솔루션,샌디앱_KT&G 본사사옥 회의실예약시스템,샌디앱
2024-04-15,Drop,뉴솔루션,샌디앱_KTDS빌딩,샌디앱
2024-04-15,Drop,뉴솔루션,샌디앱_LG사이언스파크 DP2 주차시스템,샌디앱
2024-04-15,Drop,뉴솔루션,샌디앱_LG사이언스파크 비상대피 기능 개발_LG전자,샌디앱
2024-04-15,Drop,뉴솔루션,샌디앱_S-Oil T&D센터 (에쓰오일 마곡),샌디앱
2024-04-15,Drop,뉴솔루션,샌디앱_방배빌딩,샌디앱
2024-04-15,Drop,뉴솔루션,샌디앱_센터필드 샌디앱 도입(모카),샌디앱
2024-04-15,Drop,뉴솔루션,샌디앱_스파크플러스,샌디앱
2024-04-15,Drop,뉴솔루션,샌디앱_신성이앤지,샌디앱
2024-04-15,Drop,뉴솔루션,샌디앱_오로라월드빌딩,샌디앱
2024-04-15,Drop,뉴솔루션,샌디앱_조은시스템 협업,샌디앱
2024-04-16,Pipeline,뉴솔루션,샌디앱_LG전자 서초R&D캠퍼스 공유오피스,샌디앱
2024-04-16,Drop,뉴솔루션,샌디앱_SAAS형 영업,샌디앱
2024-04-16,Drop,뉴솔루션,샌디앱_공장판매,샌디앱
2024-04-16,Closed,뉴솔루션,샌디앱_펄어비스 온습도 추가 설치,샌디앱
2024-04-16,Drop,뉴솔루션,샌디앱_학교/기숙사 판매,샌디앱
2024-04-26,Closed,뉴솔루션,샌디앱_스마트빌 배너광고,샌디앱
2024-04-26,Drop,뉴솔루션,샌디앱_시몬스,샌디앱
2024-05-07,Drop,뉴솔루션,샌디앱_쿠팡,샌디앱
2024-05-07,Drop,뉴솔루션,샌디앱_한국투자증권,샌디앱
2024-05-29,Drop,뉴솔루션,샌디앱_LGIT 회의실 예약 시스템(SP),샌디앱
2024-05-29,Drop,뉴솔루션,샌디앱_분당퍼스트타워 모바일 사원증,샌디앱
2024-06-11,Drop,뉴솔루션,중부1_쿠팡풀필먼트_샌디앱,샌디앱
2024-07-08,Closed,뉴솔루션,샌디앱_캠코자산관리,샌디앱
2024-07-12,Closed,뉴솔루션,샌디앱_동국제약,샌디앱
2024-08-28,Drop,뉴솔루션,샌디웹 회의실 예약,샌디앱
2024-09-06,Drop,뉴솔루션,중부1_도시곳간_샌디앱,샌디앱
2024-09-09,Pipeline,뉴솔루션,샌디앱_LG사이언스파크 비상대피 기능 개발_LG이노텍,샌디앱
2024-10-22,Drop,뉴솔루션,LIFE_샌디앱_고려대연각빌딩,샌디앱
2024-10-22,Pipeline,뉴솔루션,LIFE_샌디앱_민주화운동기념관,샌디앱
2025-01-15,Pipeline,뉴솔루션,LIFE_SANDI APP_CPO(25년),샌디앱
2024-09-06,Drop,뉴솔루션,중부1_도시곳간_소모품구매대행,소모품구매대행
2024-09-06,Drop,뉴솔루션,중부1_쿠팡풀필먼트_소모품구매대행,소모품구매대행
2024-03-22,Drop,뉴솔루션,[삭제] 서울1_소방안전점검(화학SP안전환경),소방안전점검
2024-03-22,Closed,뉴솔루션,서울1_소방안전점검_(LG아트센터),소방안전점검
2024-03-22,Drop,뉴솔루션,서울1_소방안전점검_(뉴파워),소방안전점검
2024-03-22,Drop,뉴솔루션,서울1_소방안전점검_(씨지인바이츠),소방안전점검
2024-03-22,Drop,뉴솔루션,서울1_소방안전점검_(엑셈),소방안전점검
2024-04-25,Closed,뉴솔루션,서울1_소방안전점검_(건와빌딩),소방안전점검
2024-02-15,Closed,뉴솔루션,24년 솔루션목표(BIFC)_Sandi Life(스낵&캡슐커피),스낵플러스
2024-03-18,Drop,뉴솔루션,서울4본부_스낵플러스_테슬라서비스센터,스낵플러스
2024-03-18,Drop,뉴솔루션,서울6본부_스낵서비스_삼성엔지니어링,스낵플러스
2024-03-22,Drop,뉴솔루션,U+논현IDC 스낵플러스판매,스낵플러스
2024-03-22,Drop,뉴솔루션,U+서초IDC 스낵사업,스낵플러스
2024-03-22,Pipeline,뉴솔루션,디앤오강남빌딩 스낵 판매,스낵플러스
2024-03-22,Drop,뉴솔루션,삭제_서울6BS-스낵 스낵서비스,스낵플러스
2024-03-22,Drop,뉴솔루션,서울6BS-스낵 사무(P),스낵플러스
2024-03-22,Drop,뉴솔루션,서울6BS-스낵 스낵 신규 수주,스낵플러스
2024-04-16,Closed,뉴솔루션,패스트파이브 스낵플러스,스낵플러스
2024-04-19,Drop,뉴솔루션,하이퍼커넥트 스낵플러스,스낵플러스
2024-04-25,Drop,뉴솔루션,서울4본부_솔루션-스낵플러스-Tesla,스낵플러스
2024-04-29,Drop,뉴솔루션,(서울역운영센터)스낵서비스,스낵플러스
